"","status","loan_amnt","term","annual_inc","dti","payment_inc_ratio","revol_bal","revol_util","purpose","home_ownership","delinq_2yrs_zero","pub_rec_zero","open_acc","grade","outcome","emp_length","purpose_","home_","emp_len_","borrower_score"
"8381","Charged Off",3000,"36 months",23000,21.23,5.5633,4379,24.9,"credit_card","RENT",1,1,12,5,"default",6,"credit_card","RENT"," > 1 Year",0.6
"8382","Charged Off",10000,"36 months",49000,29.12,8.25771,5439,52.8,"home_improvement","OWN",0,1,11,6,"default",11,"home_improvement","OWN"," > 1 Year",0.55
"8383","Charged Off",5375,"36 months",28000,31.11,8.08543,7508,62.6,"debt_consolidation","OWN",1,1,15,4.8,"default",11,"debt_consolidation","OWN"," > 1 Year",0.2
"8384","Charged Off",10625,"36 months",32000,25.81,14.1619,13400,65,"debt_consolidation","OWN",1,0,12,5,"default",3,"debt_consolidation","OWN"," > 1 Year",0.45
"8385","Charged Off",8400,"36 months",52000,21,6.59515,6721,48.7,"credit_card","RENT",1,1,6,4.2,"default",1,"credit_card","RENT"," > 1 Year",0.45
"8386","Charged Off",15000,"36 months",124000,1.04,4.89465,3008,62.7,"home_improvement","OWN",1,1,4,6,"default",11,"home_improvement","OWN"," > 1 Year",0.35
"8387","Charged Off",17500,"60 months",65000,5.19,8.95994,14407,70.3,"medical","RENT",1,1,4,2.8,"default",6,"medical","RENT"," > 1 Year",0.4
"8388","Charged Off",10625,"36 months",36250,23.9,11.7415,13219,81.6,"credit_card","RENT",1,1,8,5.8,"default",6,"credit_card","RENT"," > 1 Year",0.35
"8389","Charged Off",29175,"60 months",65000,21.01,13.5487,42490,71.2,"credit_card","MORTGAGE",0,1,17,3.2,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.35
"8390","Charged Off",7425,"36 months",33500,19.67,8.66257,24163,74.1,"debt_consolidation","MORTGAGE",1,1,11,5.4,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"8391","Charged Off",10750,"36 months",32000,19.61,12.5621,14524,34.9,"debt_consolidation","OWN",1,1,9,6.6,"default",11,"debt_consolidation","OWN"," > 1 Year",0.4
"8392","Charged Off",22000,"36 months",84500,30.29,10.864,21761,80.6,"debt_consolidation","MORTGAGE",1,1,14,4.6,"default",10,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"8393","Charged Off",15000,"60 months",80000,1.01,6.53835,3532,92.9,"debt_consolidation","RENT",1,1,7,1.6,"default",1,"debt_consolidation","RENT"," > 1 Year",0.3
"8394","Charged Off",19075,"60 months",100000,11.35,6.34812,9182,56.7,"major_purchase","RENT",1,1,7,2.8,"default",5,"major_purchase","RENT"," > 1 Year",0.4
"8395","Charged Off",20100,"60 months",45198,21.21,12.5087,10888,74.1,"debt_consolidation","OWN",1,1,8,4.4,"default",3,"debt_consolidation","OWN"," > 1 Year",0.3
"8396","Charged Off",8875,"36 months",26000,22.8,15.1232,6755,92.5,"other","OWN",1,1,7,3.8,"default",0,"other","OWN"," < 1 Year",0.3
"8397","Charged Off",12500,"36 months",45000,8.77,11.2395,6889,75.7,"credit_card","OWN",1,1,5,6,"default",3,"credit_card","OWN"," > 1 Year",0.6
"8398","Charged Off",12000,"60 months",35000,31.75,11.2701,33426,53.3,"medical","MORTGAGE",0,1,17,2.6,"default",11,"medical","MORTGAGE"," > 1 Year",0.45
"8399","Charged Off",3000,"36 months",45000,16.96,2.98587,4033,55.2,"other","OWN",1,1,6,4,"default",2,"other","OWN"," > 1 Year",0.6
"8400","Charged Off",14000,"60 months",52000,29.52,7.99131,3995,46.5,"debt_consolidation","RENT",1,1,7,5,"default",9,"debt_consolidation","RENT"," > 1 Year",0.6
"8401","Charged Off",6325,"36 months",27800,26.03,10.1896,5193,55.8,"debt_consolidation","RENT",0,1,6,4,"default",11,"debt_consolidation","RENT"," > 1 Year",0.55
"8402","Charged Off",13225,"36 months",52000,20.65,11.1642,14211,87.7,"debt_consolidation","OWN",1,1,9,3.6,"default",8,"debt_consolidation","OWN"," > 1 Year",0.3
"8403","Charged Off",30000,"36 months",164000,11.41,7.53768,33001,50.5,"credit_card","MORTGAGE",1,1,24,4.4,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.35
"8404","Charged Off",15000,"36 months",47000,18.77,13.6123,9736,94.5,"credit_card","RENT",1,1,8,5,"default",11,"credit_card","RENT"," > 1 Year",0.2
"8405","Charged Off",16950,"60 months",38000,13.74,15.7989,14064,85.2,"debt_consolidation","OWN",0,1,16,2,"default",11,"debt_consolidation","OWN"," > 1 Year",0.45
"8406","Charged Off",30000,"60 months",175000,32.97,6.13851,9688,32.7,"debt_consolidation","MORTGAGE",0,1,17,0.4,"default",7,"debt_consolidation","MORTGAGE"," > 1 Year",0.25
"8407","Charged Off",10000,"36 months",63000,20.84,6.68533,16298,76.9,"debt_consolidation","RENT",0,1,9,4.8,"default",9,"debt_consolidation","RENT"," > 1 Year",0.35
"8408","Charged Off",3500,"36 months",120000,26.28,1.3063,209581,87.7,"medical","MORTGAGE",1,1,9,4,"default",11,"medical","MORTGAGE"," > 1 Year",0.25
"8409","Charged Off",6500,"36 months",22671,33.29,11.8142,7627,58.2,"other","MORTGAGE",1,1,13,4.4,"default",0,"other","MORTGAGE"," < 1 Year",0.15
"8410","Charged Off",30000,"60 months",87000,26.22,10.409,16207,29.2,"debt_consolidation","MORTGAGE",1,1,18,3.2,"default",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"8411","Charged Off",21000,"36 months",78000,16.11,10.992,14014,45.6,"debt_consolidation","MORTGAGE",0,1,12,4.2,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"8412","Charged Off",6500,"36 months",26000,8.49,10.8835,6635,62.6,"debt_consolidation","OWN",0,1,15,3.4,"default",6,"debt_consolidation","OWN"," > 1 Year",0.35
"8413","Charged Off",35000,"60 months",160000,28.71,7.85783,32578,86.6,"credit_card","RENT",1,1,17,0.8,"default",1,"credit_card","RENT"," > 1 Year",0.5
"8414","Charged Off",28000,"36 months",95000,23.86,11.8066,25724,49.7,"house","RENT",1,1,12,5.8,"default",4,"home_improvement","RENT"," > 1 Year",0.55
"8415","Charged Off",6000,"36 months",124000,10.85,1.86571,13131,56.4,"debt_consolidation","MORTGAGE",0,1,22,5.2,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"8416","Charged Off",32000,"60 months",87000,25.86,13.1708,1033,43,"debt_consolidation","MORTGAGE",0,1,10,0.4,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"8417","Charged Off",20000,"60 months",70000,18.73,9.87926,23347,48.6,"wedding","MORTGAGE",1,1,10,1.4,"default",6,"other","MORTGAGE"," > 1 Year",0.45
"8418","Charged Off",18000,"36 months",160000,20.12,4.9842,29810,96.8,"debt_consolidation","MORTGAGE",1,1,16,3.8,"default",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.3
"8419","Charged Off",10000,"60 months",70000,10.92,4.49623,6256,81.2,"debt_consolidation","MORTGAGE",0,0,6,3.8,"default",7,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"8420","Charged Off",15000,"60 months",49000,21.43,8.08824,21904,57.2,"debt_consolidation","MORTGAGE",1,1,7,5.6,"default",9,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"8421","Charged Off",16200,"60 months",36000,19.3,14.5483,16040,67.4,"debt_consolidation","MORTGAGE",1,1,11,2.2,"default",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"8422","Charged Off",24000,"60 months",57000,26,14.5589,19250,95.3,"debt_consolidation","MORTGAGE",0,1,10,1.4,"default",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"8423","Charged Off",12250,"60 months",46998,27.28,8.9077,15102,41.8,"debt_consolidation","OWN",1,1,12,1.2,"default",11,"debt_consolidation","OWN"," > 1 Year",0.65
"8424","Charged Off",12875,"60 months",41683,17.8,9.16805,83,0.3,"debt_consolidation","MORTGAGE",1,1,14,5,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.6
"8425","Charged Off",17500,"60 months",40000,29.61,15.3759,29781,77.8,"credit_card","RENT",1,1,15,1.8,"default",2,"credit_card","RENT"," > 1 Year",0.3
"8426","Charged Off",9950,"36 months",30000,18.8,13.286,4931,56,"credit_card","RENT",1,1,6,5.8,"default",3,"credit_card","RENT"," > 1 Year",0.35
"8427","Charged Off",20000,"60 months",85000,18.72,6.98386,29215,57.9,"credit_card","MORTGAGE",1,1,20,5,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.55
"8428","Charged Off",31000,"60 months",70685,11.82,14.2822,29790,83,"debt_consolidation","RENT",1,1,6,2.4,"default",11,"debt_consolidation","RENT"," > 1 Year",0.3
"8429","Charged Off",8000,"36 months",76000,4.76,4.66358,16189,53.6,"home_improvement","RENT",1,1,8,3.8,"default",3,"home_improvement","RENT"," > 1 Year",0.55
"8430","Default",35000,"60 months",106000,14.7,10.6748,26724,65.2,"debt_consolidation","MORTGAGE",1,1,20,2.2,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"8431","Charged Off",10575,"36 months",31564,18.52,13.2675,9414,44.8,"debt_consolidation","RENT",1,0,12,5.6,"default",4,"debt_consolidation","RENT"," > 1 Year",0.5
"8432","Charged Off",9450,"36 months",36000,13.1,10.5153,2800,50.9,"credit_card","OWN",1,1,8,5.8,"default",11,"credit_card","OWN"," > 1 Year",0.55
"8433","Charged Off",10000,"36 months",55000,26.16,7.83993,21905,38,"other","MORTGAGE",1,1,23,3.2,"default",7,"other","MORTGAGE"," > 1 Year",0.6
"8434","Charged Off",11500,"60 months",42000,29.26,8.12714,9755,84.1,"debt_consolidation","MORTGAGE",1,1,10,5,"default",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.25
"8435","Charged Off",9000,"36 months",45000,21.65,9.35307,7333,64.9,"debt_consolidation","MORTGAGE",0,1,7,1.2,"default",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"8436","Charged Off",14000,"36 months",80000,13.44,6.57105,19610,41.7,"credit_card","MORTGAGE",1,1,13,6.8,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.55
"8437","Charged Off",19375,"36 months",63000,34.76,12.556,16311,68,"debt_consolidation","RENT",1,0,9,4.2,"default",6,"debt_consolidation","RENT"," > 1 Year",0.4
"8438","Charged Off",10000,"36 months",30000,10.72,14.0392,9771,74.6,"debt_consolidation","RENT",1,0,4,4.8,"default",1,"debt_consolidation","RENT"," > 1 Year",0.4
"8439","Charged Off",3000,"36 months",60000,5.5,1.928,270,2.6,"house","MORTGAGE",0,1,6,5.2,"default",5,"home_improvement","MORTGAGE"," > 1 Year",0.5
"8440","Charged Off",3500,"36 months",25000,21.75,6.09504,8676,38.6,"medical","OWN",1,0,5,3.4,"default",0,"medical","OWN"," < 1 Year",0.45
"8441","Charged Off",12000,"36 months",63420,12.98,8.30596,13850,86.6,"debt_consolidation","MORTGAGE",1,1,10,3.6,"default",7,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"8442","Charged Off",30000,"36 months",148000,28.53,8.45838,25935,45.2,"credit_card","MORTGAGE",0,1,18,4.6,"default",4,"credit_card","MORTGAGE"," > 1 Year",0.5
"8443","Charged Off",12000,"36 months",48000,15.88,10.0147,29253,58.4,"credit_card","RENT",1,1,8,5.8,"default",4,"credit_card","RENT"," > 1 Year",0.55
"8444","Charged Off",31000,"60 months",100000,21.78,10.9799,26887,70.2,"credit_card","RENT",0,1,12,2,"default",4,"credit_card","RENT"," > 1 Year",0.45
"8445","Charged Off",10000,"36 months",70000,29.86,5.58326,17855,93,"credit_card","MORTGAGE",1,1,11,5.4,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.4
"8446","Charged Off",25875,"36 months",72000,15.5,15.4958,4278,70.1,"debt_consolidation","MORTGAGE",1,0,4,3.2,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.6
"8447","Charged Off",25000,"60 months",113900,12.19,7.501,7364,80,"house","RENT",1,1,13,1.2,"default",11,"home_improvement","RENT"," > 1 Year",0.4
"8448","Charged Off",14000,"36 months",39630,20.62,14.294,6315,55.9,"credit_card","MORTGAGE",1,0,11,6,"default",0,"credit_card","MORTGAGE"," < 1 Year",0.3
"8449","Charged Off",3600,"36 months",35000,1.17,4.07314,1008,11.7,"debt_consolidation","RENT",1,1,4,5.6,"default",3,"debt_consolidation","RENT"," > 1 Year",0.55
"8450","Charged Off",35000,"60 months",90000,18.61,13.9419,19831,68.9,"debt_consolidation","MORTGAGE",1,1,15,0.6,"default",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"8451","Charged Off",7200,"36 months",38280,16.39,7.3511,1635,16.5,"debt_consolidation","MORTGAGE",1,1,13,5.4,"default",5,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"8452","Charged Off",24000,"60 months",69000,22.3,10.1237,23046,52.9,"debt_consolidation","OWN",1,1,18,4.8,"default",11,"debt_consolidation","OWN"," > 1 Year",0.5
"8453","Charged Off",23500,"36 months",85000,25.02,12.0359,16560,47.7,"debt_consolidation","RENT",1,1,29,3.4,"default",6,"debt_consolidation","RENT"," > 1 Year",0.35
"8454","Charged Off",18000,"60 months",70345,29.43,8.74467,25357,49.7,"debt_consolidation","OWN",1,1,30,1.2,"default",11,"debt_consolidation","OWN"," > 1 Year",0.4
"8455","Charged Off",25000,"36 months",72132,33.4,15.0882,19425,90.3,"debt_consolidation","RENT",1,1,12,3.4,"default",11,"debt_consolidation","RENT"," > 1 Year",0.45
"8456","Charged Off",10000,"36 months",30000,8.48,13.0276,8258,45.6,"credit_card","RENT",1,0,13,5.4,"default",1,"credit_card","RENT"," > 1 Year",0.5
"8457","Charged Off",20000,"60 months",130000,31.26,5.3196,24026,61,"debt_consolidation","MORTGAGE",1,1,38,1.4,"default",5,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"8458","Charged Off",17000,"36 months",76000,12.6,8.74216,14848,36.7,"debt_consolidation","MORTGAGE",1,1,13,5.4,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"8459","Charged Off",15000,"60 months",83000,5.57,5.26005,13158,66.1,"home_improvement","MORTGAGE",1,1,3,4.8,"default",11,"home_improvement","MORTGAGE"," > 1 Year",0.55
"8460","Charged Off",24000,"60 months",77000,9.02,9.25138,17692,74.3,"debt_consolidation","RENT",1,1,11,5,"default",3,"debt_consolidation","RENT"," > 1 Year",0.55
"8461","Charged Off",10000,"36 months",92000,19.23,4.63617,14727,73.3,"debt_consolidation","MORTGAGE",1,1,10,5,"default",2,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"8462","Charged Off",9600,"36 months",49500,18.4,7.76897,10329,95.6,"credit_card","MORTGAGE",1,0,11,5.8,"default",8,"credit_card","MORTGAGE"," > 1 Year",0.35
"8463","Charged Off",35000,"60 months",105000,30.78,11.9905,26864,88.7,"debt_consolidation","RENT",1,1,17,1,"default",11,"debt_consolidation","RENT"," > 1 Year",0.4
"8464","Default",12000,"36 months",60000,28.22,7.8166,20726,86,"debt_consolidation","MORTGAGE",0,1,13,5.4,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"8465","Charged Off",25000,"60 months",60000,16.64,12.1272,19669,42.9,"debt_consolidation","MORTGAGE",1,1,12,4.8,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"8466","Charged Off",35000,"60 months",123480,14.6,9.68659,16481,71,"debt_consolidation","RENT",0,1,13,1.2,"default",10,"debt_consolidation","RENT"," > 1 Year",0.4
"8467","Charged Off",7925,"36 months",36000,33.7,9.071,16498,77.1,"debt_consolidation","MORTGAGE",1,1,9,4.4,"default",1,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"8468","Charged Off",21200,"60 months",150000,16.94,4.1136,30146,69.8,"debt_consolidation","MORTGAGE",1,1,15,4.8,"default",9,"debt_consolidation","MORTGAGE"," > 1 Year",0.75
"8469","Charged Off",19200,"60 months",78000,20.71,7.43031,20831,87.5,"debt_consolidation","RENT",1,1,5,3.2,"default",11,"debt_consolidation","RENT"," > 1 Year",0.7
"8470","Charged Off",20000,"36 months",100000,30.56,7.50972,54896,50.9,"debt_consolidation","MORTGAGE",1,1,17,6.8,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"8471","Default",5000,"36 months",65000,16.15,3.20991,9258,38.4,"car","RENT",0,1,9,4.6,"default",3,"major_purchase","RENT"," > 1 Year",0.5
"8472","Charged Off",2000,"36 months",22000,28.96,3.92018,3662,22.6,"other","RENT",1,1,6,3.2,"default",3,"other","RENT"," > 1 Year",0.6
"8473","Charged Off",5375,"36 months",25000,5.42,9.5256,3354,61,"other","RENT",0,1,4,3.8,"default",9,"other","RENT"," > 1 Year",0.3
"8474","Charged Off",19125,"36 months",44000,11.15,18.1375,12718,83.7,"debt_consolidation","RENT",0,1,9,4.6,"default",9,"debt_consolidation","RENT"," > 1 Year",0.3
"8475","Charged Off",5000,"36 months",21000,20.86,10.5486,11528,93,"moving","RENT",1,1,4,3.8,"default",0,"other","RENT"," < 1 Year",0.4
"8476","Charged Off",3975,"36 months",27000,7.59,6.20089,4,0.1,"debt_consolidation","RENT",0,0,4,4.8,"default",0,"debt_consolidation","RENT"," < 1 Year",0.55
"8477","Charged Off",10050,"60 months",29000,12.08,11.0901,8609,73.6,"debt_consolidation","MORTGAGE",1,0,6,4,"default",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"8478","Charged Off",6700,"36 months",40000,12,6.633,10869,86.3,"credit_card","MORTGAGE",1,1,12,5.6,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.3
"8479","Charged Off",2700,"36 months",48000,23.18,2.318,26734,94.1,"home_improvement","MORTGAGE",1,1,9,4.4,"default",0,"home_improvement","MORTGAGE"," < 1 Year",0.35
"8480","Charged Off",16950,"60 months",38000,17.34,12.7958,7843,67,"debt_consolidation","RENT",1,1,5,4.6,"default",11,"debt_consolidation","RENT"," > 1 Year",0.45
"8481","Charged Off",10000,"36 months",56000,14.83,6.97907,9278,12.8,"debt_consolidation","RENT",1,1,18,5.4,"default",6,"debt_consolidation","RENT"," > 1 Year",0.55
"8482","Charged Off",6400,"36 months",105597,26.36,2.74576,30464,76.5,"home_improvement","RENT",1,1,25,2.4,"default",11,"home_improvement","RENT"," > 1 Year",0.45
"8483","Charged Off",10000,"36 months",32011,34.79,13.7132,4763,67.1,"debt_consolidation","RENT",1,1,7,3.6,"default",1,"debt_consolidation","RENT"," > 1 Year",0.2
"8484","Charged Off",17500,"36 months",65000,15.05,10.8936,34640,92.9,"credit_card","MORTGAGE",1,1,8,6,"default",4,"credit_card","MORTGAGE"," > 1 Year",0.45
"8485","Charged Off",7975,"36 months",45000,5.36,7.30267,7207,27.7,"credit_card","MORTGAGE",1,0,11,4.4,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.45
"8486","Charged Off",10000,"60 months",42000,12.74,7.82629,11172,84,"debt_consolidation","OWN",1,1,9,2.6,"default",5,"debt_consolidation","OWN"," > 1 Year",0.55
"8487","Charged Off",21250,"36 months",68000,20.31,11.9075,9209,52.6,"debt_consolidation","MORTGAGE",1,1,10,7,"default",9,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"8488","Charged Off",16000,"60 months",50000,7.98,10.9358,10433,55.5,"credit_card","RENT",1,0,7,1.2,"default",6,"credit_card","RENT"," > 1 Year",0.55
"8489","Charged Off",4500,"36 months",95000,15.85,2.14598,22040,74,"debt_consolidation","RENT",1,1,14,2.4,"default",4,"debt_consolidation","RENT"," > 1 Year",0.5
"8490","Charged Off",14000,"36 months",64000,28.86,8.33531,16756,58.8,"debt_consolidation","RENT",1,1,9,7,"default",2,"debt_consolidation","RENT"," > 1 Year",0.45
"8491","Charged Off",10800,"36 months",54000,18.91,8.42356,7504,31.7,"house","MORTGAGE",1,1,19,4.8,"default",7,"home_improvement","MORTGAGE"," > 1 Year",0.45
"8492","Charged Off",25000,"36 months",85000,16.57,13.4061,13213,84.2,"debt_consolidation","RENT",1,1,10,2.6,"default",7,"debt_consolidation","RENT"," > 1 Year",0.45
"8493","Charged Off",11875,"36 months",35000,16.22,13.8521,6899,93.2,"debt_consolidation","RENT",0,1,9,4.2,"default",7,"debt_consolidation","RENT"," > 1 Year",0.4
"8494","Charged Off",10000,"36 months",135000,2.46,2.89502,8333,75.8,"credit_card","MORTGAGE",1,1,2,5.4,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.5
"8495","Charged Off",5000,"36 months",45000,24.03,4.67973,6553,25,"debt_consolidation","RENT",0,1,10,4.8,"default",6,"debt_consolidation","RENT"," > 1 Year",0.55
"8496","Charged Off",20500,"36 months",46000,16.98,17.8521,23561,49.4,"debt_consolidation","RENT",1,1,16,5.8,"default",8,"debt_consolidation","RENT"," > 1 Year",0.35
"8497","Charged Off",17625,"36 months",86000,9.54,9.34144,5426,64.6,"other","RENT",1,1,3,2.6,"default",1,"other","RENT"," > 1 Year",0.6
"8498","Charged Off",20500,"60 months",46920,34.94,14.5404,14240,77.4,"debt_consolidation","OWN",1,1,16,2.8,"default",3,"debt_consolidation","OWN"," > 1 Year",0.35
"8499","Charged Off",7500,"36 months",106000,18.86,3.10596,44486,95.1,"wedding","MORTGAGE",1,1,14,3.6,"default",6,"other","MORTGAGE"," > 1 Year",0.45
"8500","Charged Off",2875,"36 months",43500,3.53,2.84993,509,4.1,"other","RENT",1,1,5,3.2,"default",11,"other","RENT"," > 1 Year",0.5
"8501","Charged Off",33600,"60 months",80000,11.64,13.6776,18149,70.9,"credit_card","MORTGAGE",1,1,10,2.4,"default",10,"credit_card","MORTGAGE"," > 1 Year",0.5
"8502","Charged Off",2000,"36 months",40000,14.01,2.0415,1024,16.8,"home_improvement","MORTGAGE",1,1,8,4.2,"default",7,"home_improvement","MORTGAGE"," > 1 Year",0.4
"8503","Charged Off",20000,"60 months",65000,9.62,10.8982,7374,39.9,"debt_consolidation","MORTGAGE",1,1,10,2,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"8504","Charged Off",7200,"36 months",55000,13.29,5.6448,7224,76,"debt_consolidation","RENT",1,1,11,3.2,"default",8,"debt_consolidation","RENT"," > 1 Year",0.4
"8505","Charged Off",35000,"60 months",175000,6.03,6.57408,19889,58.8,"debt_consolidation","MORTGAGE",0,1,11,2.6,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.65
"8506","Charged Off",15600,"60 months",65000,13.2,6.98529,19381,91.9,"debt_consolidation","RENT",1,1,12,4.8,"default",4,"debt_consolidation","RENT"," > 1 Year",0.4
"8507","Charged Off",6950,"36 months",37750,2.99,8.01505,2686,21.7,"other","RENT",1,1,6,3.4,"default",0,"other","RENT"," < 1 Year",0.7
"8508","Charged Off",12000,"60 months",40000,9.78,9.984,2880,15.1,"moving","RENT",1,1,8,2.8,"default",4,"other","RENT"," > 1 Year",0.6
"8509","Charged Off",10000,"36 months",45000,15.87,9.35947,10966,56.2,"credit_card","RENT",1,1,11,4.8,"default",3,"credit_card","RENT"," > 1 Year",0.5
"8510","Charged Off",20000,"36 months",58000,12.97,13.8132,107,7.6,"credit_card","RENT",0,1,4,5.8,"default",5,"credit_card","RENT"," > 1 Year",0.8
"8511","Charged Off",21850,"60 months",50000,17.26,11.5462,14469,73.4,"debt_consolidation","RENT",1,1,10,5.6,"default",10,"debt_consolidation","RENT"," > 1 Year",0.5
"8512","Charged Off",6950,"36 months",45000,20.93,7.14533,4508,79.1,"debt_consolidation","RENT",1,1,7,3,"default",2,"debt_consolidation","RENT"," > 1 Year",0.3
"8513","Charged Off",10000,"36 months",65500,23.36,6.29111,14573,61.2,"other","MORTGAGE",1,1,9,4.4,"default",9,"other","MORTGAGE"," > 1 Year",0.4
"8514","Charged Off",8000,"36 months",65000,19.64,5.07157,1738,69.5,"debt_consolidation","RENT",0,1,8,4.4,"default",11,"debt_consolidation","RENT"," > 1 Year",0.4
"8515","Charged Off",28000,"60 months",126500,15.75,7.65353,74493,74.8,"small_business","MORTGAGE",1,1,12,1.4,"default",2,"small_business","MORTGAGE"," > 1 Year",0.45
"8516","Charged Off",20125,"60 months",45000,34.94,13.7011,20929,93.7,"debt_consolidation","RENT",1,1,9,3.4,"default",1,"debt_consolidation","RENT"," > 1 Year",0.65
"8517","Charged Off",25000,"60 months",75000,25.09,11.7149,23276,54.4,"debt_consolidation","RENT",1,1,19,1.8,"default",5,"debt_consolidation","RENT"," > 1 Year",0.75
"8518","Charged Off",5875,"36 months",20000,28.44,12.7884,7578,55.3,"moving","RENT",0,1,3,3.4,"default",3,"other","RENT"," > 1 Year",0.4
"8519","Charged Off",10000,"60 months",77000,24.84,4.43829,17270,79.7,"debt_consolidation","MORTGAGE",1,1,8,1.2,"default",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"8520","Charged Off",11000,"36 months",33840,23.22,12.8723,13857,55.2,"debt_consolidation","RENT",1,1,7,5.6,"default",0,"debt_consolidation","RENT"," < 1 Year",0.4
"8521","Charged Off",2000,"36 months",75000,17.68,1.09888,241,2.4,"vacation","MORTGAGE",1,1,11,4.4,"default",9,"other","MORTGAGE"," > 1 Year",0.75
"8522","Charged Off",10000,"60 months",32000,3.26,10.0001,1354,4.2,"other","OWN",1,1,3,4,"default",6,"other","OWN"," > 1 Year",0.65
"8523","Charged Off",8000,"36 months",65000,12.82,5.07157,4301,61.4,"home_improvement","MORTGAGE",1,1,6,4.4,"default",10,"home_improvement","MORTGAGE"," > 1 Year",0.45
"8524","Charged Off",7000,"36 months",58000,14.63,5.20407,12583,71.5,"debt_consolidation","MORTGAGE",1,1,11,3.2,"default",8,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"8525","Charged Off",35000,"36 months",110000,12.92,12.9904,37934,65.1,"debt_consolidation","RENT",1,1,9,4.2,"default",3,"debt_consolidation","RENT"," > 1 Year",0.4
"8526","Charged Off",8000,"36 months",45000,17.63,7.48773,7010,37.5,"debt_consolidation","MORTGAGE",0,0,12,4.8,"default",7,"debt_consolidation","MORTGAGE"," > 1 Year",0.6
"8527","Charged Off",24000,"60 months",75000,24.96,9.31376,18285,83.6,"debt_consolidation","MORTGAGE",1,1,10,4.8,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"8528","Charged Off",5700,"36 months",27500,29.11,8.54095,17404,88.3,"debt_consolidation","MORTGAGE",1,1,8,4.4,"default",1,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"8529","Charged Off",32250,"60 months",92000,19.13,10.5814,25212,72,"debt_consolidation","MORTGAGE",1,1,10,3.2,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"8530","Charged Off",12250,"36 months",35163,21.77,13.9555,14095,85.4,"debt_consolidation","RENT",1,1,6,5.8,"default",0,"debt_consolidation","RENT"," < 1 Year",0.4
"8531","Charged Off",16000,"60 months",67842,17.87,7.00027,24521,74.8,"debt_consolidation","RENT",1,1,18,5,"default",11,"debt_consolidation","RENT"," > 1 Year",0.45
"8532","Charged Off",12400,"60 months",67500,31.5,6.352,11214,70.1,"debt_consolidation","MORTGAGE",0,1,18,1.4,"default",2,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"8533","Charged Off",6000,"36 months",53000,8.56,4.48302,8406,52.9,"debt_consolidation","RENT",0,1,10,5.6,"default",1,"debt_consolidation","RENT"," > 1 Year",0.5
"8534","Charged Off",16500,"60 months",62000,17.83,7.8991,13562,52.4,"debt_consolidation","MORTGAGE",1,1,10,5,"default",1,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"8535","Charged Off",30000,"60 months",73000,9.04,14.5558,30310,99.4,"debt_consolidation","MORTGAGE",0,1,4,2,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
